	pident
12719	98.9
12720	98.9
12721	98.9
12722	98.9
12723	98.9
12724	98.9
12725	98.9
12726	98.9
12727	98.9
12728	98.9
12729	98.9
12730	98.9
12731	98.9
12732	98.9
12733	98.9
12734	98.9
12735	98.9
12736	98.9
12737	98.9
12738	98.9
12739	98.9
12740	98.9
12741	98.9
12742	98.9
12743	98.9
12744	98.9
12745	98.9
12746	98.9
12747	98.9
12748	98.9
12749	98.9
12750	98.9
12751	98.9
12752	98.9
12753	98.9
12754	98.9
12755	98.9
12756	98.9
12757	98.9
12758	98.9
12759	98.9
12760	98.9
12761	99.0
12762	99.0
12763	99.0
12764	99.0
12765	99.0
12766	99.0
12767	99.0
12768	99.0
12769	99.0
12770	99.0
12771	99.0
12772	99.0
12773	99.0
12774	99.0
12775	99.0
12776	99.0
12777	99.0
12778	99.0
12779	99.0
12780	99.0
12781	99.0
12782	99.0
12783	99.0
12784	99.0
12785	99.0
12786	99.0
12787	99.0
12788	99.0
12789	99.0
12790	99.0
12791	99.0
12792	99.0
12793	99.0
12794	99.0
12795	99.0
12796	99.0
12797	99.0
12798	99.0
12799	99.0
12800	99.0
12801	99.0
12802	99.0
12803	99.0
12804	99.0
12805	99.0
12806	99.0
12807	99.0
12808	99.0
12809	99.0
12810	99.0
12811	99.0
12812	99.0
12813	99.0
12814	99.0
12815	99.0
12816	99.0
12817	99.0
12818	99.0
12819	99.0
12820	99.0
12821	99.0
12822	99.0
12823	99.0
12824	99.0
12825	99.0
12826	99.0
12827	99.0
12828	99.0
12829	99.0
12830	99.0
12831	99.0
12832	99.0
12833	99.0
12834	99.0
12835	99.0
12836	99.0
12837	99.0
12838	99.0
12839	99.0
12840	99.0
12841	99.0
12842	99.0
12843	99.0
12844	99.0
12845	99.0
12846	99.0
12847	99.0
12848	99.0
12849	99.0
12850	99.0
12851	99.0
12852	99.0
12853	99.0
12854	99.0
12855	99.0
12856	99.0
12857	99.0
12858	99.0
12859	99.0
12860	99.0
12861	99.0
12862	99.0
12863	99.0
12864	99.0
12865	99.0
12866	99.0
12867	99.0
12868	99.0
12869	99.0
12870	99.0
12871	99.0
12872	99.0
12873	99.0
12874	99.0
12875	99.0
12876	99.0
12877	99.0
12878	99.0
12879	99.0
12880	99.0
12881	99.0
12882	99.0
12883	99.0
12884	99.0
12885	99.0
12886	99.0
12887	99.0
12888	99.0
12889	99.0
12890	99.0
12891	99.0
12892	99.0
12893	99.0
12894	99.0
12895	99.0
12896	99.0
12897	99.0
12898	99.0
12899	99.0
12900	99.0
12901	99.0
12902	99.0
12903	99.0
12904	99.0
12905	99.0
12906	99.0
12907	99.0
12908	99.0
12909	99.0
12910	99.0
12911	99.0
12912	99.0
12913	99.0
12914	99.0
12915	99.0
12916	99.0
12917	99.0
12918	99.0
12919	99.0
12920	99.0
12921	99.0
12922	99.0
12923	99.0
12924	99.0
12925	99.0
12926	99.0
12927	99.0
12928	99.0
12929	99.0
12930	99.0
12931	99.0
12932	99.0
12933	99.0
12934	99.0
12935	99.0
12936	99.0
12937	99.0
12938	99.0
12939	99.0
12940	99.0
12941	99.0
12942	99.0
12943	99.0
12944	99.0
12945	99.0
12946	99.0
12947	99.0
12948	99.0
12949	99.0
12950	99.0
12951	99.0
12952	99.0
12953	99.0
12954	99.0
12955	99.0
12956	99.0
12957	99.0
12958	99.0
12959	99.0
12960	99.0
12961	99.0
12962	99.0
12963	99.0
12964	99.0
12965	99.0
12966	99.0
12967	99.0
12968	99.0
12969	99.0
12970	99.0
12971	99.0
12972	99.0
12973	99.0
12974	99.0
12975	99.0
12976	99.0
12977	99.0
12978	99.0
12979	99.0
12980	99.0
12981	99.0
12982	99.0
12983	99.0
12984	99.0
12985	99.0
12986	99.0
12987	99.0
12988	99.0
12989	99.0
12990	99.0
12991	99.0
12992	99.0
12993	99.0
12994	99.0
12995	99.0
12996	99.0
12997	99.0
12998	99.0
12999	99.0
13000	99.0
13001	99.0
13002	99.0
13003	99.0
13004	99.0
13005	99.0
13006	99.0
13007	99.0
13008	99.0
13009	99.0
13010	99.0
13011	99.0
13012	99.0
13013	99.0
13014	99.0
13015	99.0
13016	99.0
13017	99.0
13018	99.0
13019	99.0
13020	99.0
13021	99.0
13022	99.0
13023	99.0
13024	99.0
13025	99.0
13026	99.0
13027	99.0
13028	99.0
13029	99.0
13030	99.0
13031	99.0
13032	99.0
13033	99.0
13034	99.0
13035	99.0
13036	99.0
13037	99.0
13038	99.0
13039	99.0
13040	99.0
13041	99.0
13042	99.0
13043	99.0
13044	99.0
13045	99.0
13046	99.0
13047	99.0
13048	99.0
13049	99.0
13050	99.0
13051	99.0
13052	99.0
13053	99.0
13054	99.0
13055	99.0
13056	99.0
13057	99.0
13058	99.0
13059	99.0
13060	99.0
13061	99.0
13062	99.0
13063	99.0
13064	99.0
13065	99.0
13066	99.0
13067	99.0
13068	99.0
13069	99.0
13070	99.0
13071	99.0
13072	99.0
13073	99.0
13074	99.0
13075	99.0
13076	99.0
13077	99.0
13078	99.0
13079	99.0
13080	99.0
13081	99.0
13082	99.0
13083	99.0
13084	99.0
13085	99.0
13086	99.0
13087	99.0
13088	99.0
13089	99.0
13090	99.0
13091	99.0
13092	99.0
13093	99.0
13094	99.0
13095	99.0
13096	99.0
13097	99.0
13098	99.0
13099	99.0
13100	99.0
13101	99.0
13102	99.0
13103	99.0
13104	99.0
13105	99.0
13106	99.0
13107	99.0
13108	99.0
13109	99.0
13110	99.0
13111	99.0
13112	99.0
13113	99.0
13114	99.0
13115	99.0
13116	99.0
13117	99.0
13118	99.0
13119	99.0
13120	99.0
13121	99.0
13122	99.0
13123	99.0
13124	99.0
13125	99.0
13126	99.0
13127	99.0
13128	99.0
13129	99.0
13130	99.0
13131	99.0
13132	99.0
13133	99.0
13134	99.0
13135	99.0
13136	99.0
13137	99.0
13138	99.0
13139	99.0
13140	99.0
13141	99.0
13142	99.0
13143	99.0
13144	99.0
13145	99.0
13146	99.0
13147	99.0
13148	99.0
13149	99.0
13150	99.0
13151	99.0
13152	99.0
13153	99.0
13154	99.0
13155	99.0
13156	99.0
13157	99.0
13158	99.0
13159	99.0
13160	99.0
13161	99.0
13162	99.0
13163	99.0
13164	99.0
13165	99.0
13166	99.0
13167	99.0
13168	99.0
13169	99.0
13170	99.0
13171	99.0
13172	99.0
13173	99.0
13174	99.0
13175	99.0
13176	99.0
13177	99.0
13178	99.0
13179	99.0
13180	99.0
13181	99.0
13182	99.0
13183	99.0
13184	99.0
13185	99.0
13186	99.0
13187	99.0
13188	99.0
13189	99.0
13190	99.0
13191	99.0
13192	99.0
13193	99.0
13194	99.0
13195	99.0
13196	99.0
13197	99.0
13198	99.0
13199	99.0
13200	99.0
13201	99.0
13202	99.0
13203	99.0
13204	99.0
13205	99.0
13206	99.0
13207	99.0
13208	99.0
13209	99.0
13210	99.0
13211	99.0
13212	99.0
13213	99.0
13214	99.0
13215	99.0
13216	99.0
13217	99.0
13218	99.0
13219	99.0
13220	99.0
13221	99.0
13222	99.0
13223	99.0
13224	99.0
13225	99.0
13226	99.0
13227	99.0
13228	99.0
13229	99.0
13230	99.0
13231	99.0
13232	99.0
13233	99.0
13234	99.0
13235	99.0
13236	99.0
13237	99.0
13238	99.0
13239	99.0
13240	99.0
13241	99.0
13242	99.0
13243	99.0
13244	99.0
13245	99.0
13246	99.0
13247	99.0
13248	99.0
13249	99.0
13250	99.0
13251	99.0
13252	99.0
13253	99.0
13254	99.0
13255	99.0
13256	99.1
13257	99.1
13258	99.1
13259	99.1
13260	99.1
13261	99.1
13262	99.1
13263	99.1
13264	99.1
13265	99.1
13266	99.1
13267	99.1
13268	99.1
13269	99.1
13270	99.1
13271	99.1
13272	99.1
13273	99.1
13274	99.1
13275	99.1
13276	99.1
13277	99.1
13278	99.1
13279	99.1
13280	99.1
13281	99.1
13282	99.1
13283	99.1
13284	99.1
13285	99.1
13286	99.1
13287	99.1
13288	99.1
13289	99.1
13290	99.1
13291	99.1
13292	99.1
13293	99.1
13294	99.1
13295	99.1
13296	99.1
13297	99.1
13298	99.1
13299	99.1
13300	99.1
13301	99.1
13302	99.1
13303	99.1
13304	99.1
13305	99.1
13306	99.1
13307	99.1
13308	99.1
13309	99.1
13310	99.1
13311	99.1
13312	99.1
13313	99.1
13314	99.1
13315	99.1
13316	99.1
13317	99.1
13318	99.1
13319	99.1
13320	99.1
13321	99.1
13322	99.1
13323	99.1
13324	99.1
13325	99.1
13326	99.1
13327	99.1
13328	99.1
13329	99.1
13330	99.1
13331	99.1
13332	99.1
13333	99.1
13334	99.1
13335	99.1
13336	99.1
13337	99.1
13338	99.1
13339	99.1
13340	99.1
13341	99.1
13342	99.1
13343	99.1
13344	99.1
13345	99.1
13346	99.1
13347	99.1
13348	99.1
13349	99.1
13350	99.1
13351	99.1
13352	99.1
13353	99.1
13354	99.1
13355	99.1
13356	99.1
13357	99.1
13358	99.1
13359	99.1
13360	99.1
13361	99.1
13362	99.1
13363	99.1
13364	99.1
13365	99.1
13366	99.1
13367	99.1
13368	99.1
13369	99.1
13370	99.1
13371	99.1
13372	99.1
13373	99.1
13374	99.1
13375	99.1
13376	99.1
13377	99.1
13378	99.1
13379	99.1
13380	99.1
13381	99.1
13382	99.1
13383	99.1
13384	99.1
13385	99.1
13386	99.1
13387	99.1
13388	99.1
13389	99.1
13390	99.1
13391	99.1
13392	99.1
13393	99.1
13394	99.1
13395	99.1
13396	99.1
13397	99.1
13398	99.1
13399	99.1
13400	99.1
13401	99.1
13402	99.1
13403	99.1
13404	99.1
13405	99.1
13406	99.1
13407	99.1
13408	99.1
13409	99.1
13410	99.1
13411	99.1
13412	99.1
13413	99.1
13414	99.1
13415	99.1
13416	99.1
13417	99.1
13418	99.1
13419	99.1
13420	99.1
13421	99.1
13422	99.1
13423	99.1
13424	99.1
13425	99.1
13426	99.1
13427	99.1
13428	99.1
13429	99.1
13430	99.1
13431	99.1
13432	99.1
13433	99.1
13434	99.1
13435	99.1
13436	99.1
13437	99.1
13438	99.1
13439	99.1
13440	99.1
13441	99.1
13442	99.1
13443	99.1
13444	99.1
13445	99.1
13446	99.1
13447	99.1
13448	99.1
13449	99.1
13450	99.1
13451	99.1
13452	99.1
13453	99.1
13454	99.1
13455	99.1
13456	99.1
13457	99.1
13458	99.1
13459	99.1
13460	99.1
13461	99.1
13462	99.1
13463	99.1
13464	99.1
13465	99.1
13466	99.1
13467	99.1
13468	99.1
13469	99.1
13470	99.1
13471	99.1
13472	99.1
13473	99.1
13474	99.1
13475	99.1
13476	99.1
13477	99.1
13478	99.1
13479	99.1
13480	99.1
13481	99.1
13482	99.1
13483	99.1
13484	99.1
13485	99.1
13486	99.1
13487	99.1
13488	99.1
13489	99.1
13490	99.1
13491	99.1
13492	99.1
13493	99.1
13494	99.1
13495	99.1
13496	99.1
13497	99.1
13498	99.1
13499	99.1
13500	99.1
13501	99.1
13502	99.1
13503	99.1
13504	99.1
13505	99.1
13506	99.1
13507	99.1
13508	99.1
13509	99.1
13510	99.1
13511	99.1
13512	99.1
13513	99.1
13514	99.1
13515	99.1
13516	99.1
13517	99.1
13518	99.1
13519	99.1
13520	99.1
13521	99.1
13522	99.1
13523	99.1
13524	99.1
13525	99.1
13526	99.1
13527	99.1
13528	99.1
13529	99.1
13530	99.1
13531	99.1
13532	99.1
13533	99.1
13534	99.1
13535	99.1
13536	99.1
13537	99.1
13538	99.1
13539	99.1
13540	99.1
13541	99.1
13542	99.1
13543	99.1
13544	99.1
13545	99.1
13546	99.1
13547	99.1
13548	99.1
13549	99.1
13550	99.1
13551	99.1
13552	99.1
13553	99.1
13554	99.1
13555	99.1
13556	99.1
13557	99.1
13558	99.1
13559	99.1
13560	99.1
13561	99.1
13562	99.1
13563	99.1
13564	99.1
13565	99.1
13566	99.1
13567	99.1
13568	99.1
13569	99.1
13570	99.1
13571	99.1
13572	99.1
13573	99.1
13574	99.1
13575	99.1
13576	99.1
13577	99.1
13578	99.1
13579	99.1
13580	99.1
13581	99.1
13582	99.1
13583	99.1
13584	99.1
13585	99.1
13586	99.1
13587	99.1
13588	99.1
13589	99.1
13590	99.1
13591	99.1
13592	99.1
13593	99.1
13594	99.1
13595	99.1
13596	99.1
13597	99.1
13598	99.1
13599	99.1
13600	99.1
13601	99.1
13602	99.1
13603	99.1
13604	99.1
13605	99.1
13606	99.1
13607	99.1
13608	99.1
13609	99.1
13610	99.1
13611	99.1
13612	99.1
13613	99.1
13614	99.1
13615	99.1
13616	99.1
13617	99.1
13618	99.1
13619	99.1
13620	99.1
13621	99.1
13622	99.1
13623	99.1
13624	99.1
13625	99.1
13626	99.1
13627	99.1
13628	99.1
13629	99.1
13630	99.1
13631	99.1
13632	99.1
13633	99.1
13634	99.1
13635	99.1
13636	99.1
13637	99.1
13638	99.1
13639	99.1
13640	99.1
13641	99.1
13642	99.1
13643	99.1
13644	99.1
13645	99.1
13646	99.1
13647	99.1
13648	99.1
13649	99.1
13650	99.1
13651	99.1
13652	99.1
13653	99.1
13654	99.1
13655	99.1
13656	99.1
13657	99.1
13658	99.1
13659	99.1
13660	99.1
13661	99.1
13662	99.1
13663	99.1
13664	99.1
13665	99.1
13666	99.1
13667	99.1
13668	99.1
13669	99.1
13670	99.1
13671	99.1
13672	99.1
13673	99.1
13674	99.1
13675	99.1
13676	99.1
13677	99.1
13678	99.1
13679	99.1
13680	99.1
13681	99.1
13682	99.1
13683	99.1
13684	99.1
13685	99.1
13686	99.1
13687	99.1
13688	99.1
13689	99.1
13690	99.1
13691	99.1
13692	99.1
13693	99.1
13694	99.1
13695	99.1
13696	99.1
13697	99.1
13698	99.1
13699	99.1
13700	99.1
13701	99.1
13702	99.1
13703	99.1
13704	99.1
13705	99.1
13706	99.1
13707	99.1
13708	99.1
13709	99.1
13710	99.1
13711	99.1
13712	99.1
13713	99.1
13714	99.1
13715	99.1
13716	99.1
13717	99.1
13718	99.1
13719	99.1
13720	99.1
13721	99.1
13722	99.1
13723	99.1
13724	99.1
13725	99.1
13726	99.1
13727	99.1
13728	99.1
13729	99.1
13730	99.1
13731	99.1
13732	99.1
13733	99.1
13734	99.1
13735	99.1
13736	99.1
13737	99.1
13738	99.1
13739	99.1
13740	99.1
13741	99.1
13742	99.1
13743	99.1
13744	99.1
13745	99.1
13746	99.1
13747	99.1
13748	99.1
13749	99.1
13750	99.1
13751	99.1
13752	99.1
13753	99.1
13754	99.1
13755	99.1
13756	99.1
13757	99.1
13758	99.1
13759	99.1
13760	99.1
13761	99.1
13762	99.2
13763	99.2
13764	99.2
13765	99.2
13766	99.2
13767	99.2
13768	99.2
13769	99.2
13770	99.2
13771	99.2
13772	99.2
13773	99.2
13774	99.2
13775	99.2
13776	99.2
13777	99.2
13778	99.2
13779	99.2
13780	99.2
13781	99.2
13782	99.2
13783	99.2
13784	99.2
13785	99.2
13786	99.2
13787	99.2
13788	99.2
13789	99.2
13790	99.2
13791	99.2
13792	99.2
13793	99.2
13794	99.2
13795	99.2
13796	99.2
13797	99.2
13798	99.2
13799	99.2
13800	99.2
13801	99.2
13802	99.2
13803	99.2
13804	99.2
13805	99.2
13806	99.2
13807	99.2
13808	99.2
13809	99.2
13810	99.2
13811	99.2
13812	99.2
13813	99.2
13814	99.2
13815	99.2
13816	99.2
13817	99.2
13818	99.2
13819	99.2
13820	99.2
13821	99.2
13822	99.2
13823	99.2
13824	99.2
13825	99.2
13826	99.2
13827	99.2
13828	99.2
13829	99.2
13830	99.2
13831	99.2
13832	99.2
13833	99.2
13834	99.2
13835	99.2
13836	99.2
13837	99.2
13838	99.2
13839	99.2
13840	99.2
13841	99.2
13842	99.2
13843	99.2
13844	99.2
13845	99.2
13846	99.2
13847	99.2
13848	99.2
13849	99.2
13850	99.2
13851	99.2
13852	99.2
13853	99.2
13854	99.2
13855	99.2
13856	99.2
13857	99.2
13858	99.2
13859	99.2
13860	99.2
13861	99.2
13862	99.2
13863	99.2
13864	99.2
13865	99.2
13866	99.2
13867	99.2
13868	99.2
13869	99.2
13870	99.2
13871	99.2
13872	99.2
13873	99.2
13874	99.2
13875	99.2
13876	99.2
13877	99.2
13878	99.2
13879	99.2
13880	99.2
13881	99.2
13882	99.2
13883	99.2
13884	99.2
13885	99.2
13886	99.2
13887	99.2
13888	99.2
13889	99.2
13890	99.2
13891	99.2
13892	99.2
13893	99.2
13894	99.2
13895	99.2
13896	99.2
13897	99.2
13898	99.2
13899	99.2
13900	99.2
13901	99.2
13902	99.2
13903	99.2
13904	99.2
13905	99.2
13906	99.2
13907	99.2
13908	99.2
13909	99.2
13910	99.2
13911	99.2
13912	99.2
13913	99.2
13914	99.2
13915	99.2
13916	99.2
13917	99.2
13918	99.2
13919	99.2
13920	99.2
13921	99.2
13922	99.2
13923	99.2
13924	99.2
13925	99.2
13926	99.2
13927	99.2
13928	99.2
13929	99.2
13930	99.2
13931	99.2
13932	99.2
13933	99.2
13934	99.2
13935	99.2
13936	99.2
13937	99.2
13938	99.2
13939	99.2
13940	99.2
13941	99.2
13942	99.2
13943	99.2
13944	99.2
13945	99.2
13946	99.2
13947	99.2
13948	99.2
13949	99.2
13950	99.2
13951	99.2
13952	99.2
13953	99.2
13954	99.2
13955	99.2
13956	99.2
13957	99.2
13958	99.2
13959	99.2
13960	99.2
13961	99.2
13962	99.2
13963	99.2
13964	99.2
13965	99.2
13966	99.2
13967	99.2
13968	99.2
13969	99.2
13970	99.2
13971	99.2
13972	99.2
13973	99.2
13974	99.2
13975	99.2
13976	99.2
13977	99.2
13978	99.2
13979	99.2
13980	99.2
13981	99.2
13982	99.2
13983	99.2
13984	99.2
13985	99.2
13986	99.2
13987	99.2
13988	99.2
13989	99.2
13990	99.2
13991	99.2
13992	99.2
13993	99.2
13994	99.2
13995	99.2
13996	99.2
13997	99.2
13998	99.2
13999	99.2
14000	99.2
14001	99.2
14002	99.2
14003	99.2
14004	99.2
14005	99.2
14006	99.2
14007	99.2
14008	99.2
14009	99.2
14010	99.2
14011	99.2
14012	99.2
14013	99.2
14014	99.2
14015	99.2
14016	99.2
14017	99.2
14018	99.2
14019	99.2
14020	99.2
14021	99.2
14022	99.2
14023	99.2
14024	99.2
14025	99.2
14026	99.2
14027	99.2
14028	99.2
14029	99.2
14030	99.2
14031	99.2
14032	99.2
14033	99.2
14034	99.2
14035	99.2
14036	99.2
14037	99.2
14038	99.2
14039	99.2
14040	99.2
14041	99.2
14042	99.2
14043	99.2
14044	99.2
14045	99.2
14046	99.2
14047	99.2
14048	99.2
14049	99.2
14050	99.2
14051	99.2
14052	99.2
14053	99.2
14054	99.2
14055	99.2
14056	99.2
14057	99.2
14058	99.2
14059	99.2
14060	99.2
14061	99.2
14062	99.2
14063	99.2
14064	99.2
14065	99.2
14066	99.2
14067	99.2
14068	99.2
14069	99.2
14070	99.2
14071	99.2
14072	99.2
14073	99.2
14074	99.2
14075	99.2
14076	99.2
14077	99.2
14078	99.2
14079	99.2
14080	99.2
14081	99.2
14082	99.2
14083	99.2
14084	99.2
14085	99.2
14086	99.2
14087	99.2
14088	99.2
14089	99.2
14090	99.2
14091	99.2
14092	99.2
14093	99.2
14094	99.2
14095	99.2
14096	99.2
14097	99.2
14098	99.2
14099	99.2
14100	99.2
14101	99.2
14102	99.2
14103	99.2
14104	99.2
14105	99.2
14106	99.2
14107	99.2
14108	99.2
14109	99.2
14110	99.2
14111	99.2
14112	99.2
14113	99.2
14114	99.2
14115	99.2
14116	99.2
14117	99.2
14118	99.2
14119	99.2
14120	99.2
14121	99.2
14122	99.2
14123	99.2
14124	99.2
14125	99.2
14126	99.2
14127	99.2
14128	99.2
14129	99.2
14130	99.2
14131	99.2
14132	99.2
14133	99.2
14134	99.2
14135	99.2
14136	99.2
14137	99.2
14138	99.2
14139	99.2
14140	99.2
14141	99.2
14142	99.2
14143	99.2
14144	99.2
14145	99.2
14146	99.2
14147	99.2
14148	99.2
14149	99.2
14150	99.2
14151	99.2
14152	99.2
14153	99.2
14154	99.2
14155	99.2
14156	99.2
14157	99.2
14158	99.2
14159	99.2
14160	99.2
14161	99.2
14162	99.2
14163	99.2
14164	99.2
14165	99.2
14166	99.2
14167	99.2
14168	99.2
14169	99.2
14170	99.2
14171	99.2
14172	99.2
14173	99.2
14174	99.2
14175	99.2
14176	99.2
14177	99.2
14178	99.2
14179	99.2
14180	99.2
14181	99.2
14182	99.2
14183	99.2
14184	99.2
14185	99.2
14186	99.2
14187	99.2
14188	99.2
14189	99.2
14190	99.2
14191	99.2
14192	99.2
14193	99.2
14194	99.2
14195	99.2
14196	99.2
14197	99.2
14198	99.2
14199	99.2
14200	99.2
14201	99.2
14202	99.2
14203	99.2
14204	99.2
14205	99.2
14206	99.2
14207	99.2
14208	99.2
14209	99.2
14210	99.2
14211	99.2
14212	99.2
14213	99.2
14214	99.2
14215	99.2
14216	99.2
14217	99.2
14218	99.2
14219	99.2
14220	99.2
14221	99.2
14222	99.2
14223	99.2
14224	99.2
14225	99.2
14226	99.2
14227	99.2
14228	99.2
14229	99.2
14230	99.2
14231	99.2
14232	99.2
14233	99.2
14234	99.2
14235	99.2
14236	99.2
14237	99.2
14238	99.2
14239	99.2
14240	99.2
14241	99.2
14242	99.2
14243	99.2
14244	99.2
14245	99.2
14246	99.2
14247	99.2
14248	99.2
14249	99.2
14250	99.2
14251	99.2
14252	99.2
14253	99.2
14254	99.2
14255	99.2
14256	99.2
14257	99.2
14258	99.2
14259	99.2
14260	99.2
14261	99.2
14262	99.2
14263	99.2
14264	99.2
14265	99.2
14266	99.2
14267	99.2
14268	99.2
14269	99.2
14270	99.2
14271	99.2
14272	99.2
14273	99.2
14274	99.2
14275	99.2
14276	99.2
14277	99.2
14278	99.2
14279	99.2
14280	99.2
14281	99.2
14282	99.2
14283	99.2
14284	99.2
14285	99.2
14286	99.2
14287	99.2
14288	99.2
14289	99.2
14290	99.2
14291	99.2
14292	99.2
14293	99.2
14294	99.2
14295	99.2
14296	99.2
14297	99.2
14298	99.2
14299	99.2
14300	99.2
14301	99.2
14302	99.2
14303	99.2
14304	99.2
14305	99.2
14306	99.2
14307	99.2
14308	99.2
14309	99.2
14310	99.2
14311	99.2
14312	99.2
14313	99.2
14314	99.2
14315	99.2
14316	99.2
14317	99.2
14318	99.2
14319	99.2
14320	99.2
14321	99.2
14322	99.2
14323	99.2
14324	99.2
14325	99.2
14326	99.2
14327	99.2
14328	99.2
14329	99.2
14330	99.2
14331	99.2
14332	99.2
14333	99.2
14334	99.2
14335	99.2
14336	99.2
14337	99.2
14338	99.2
14339	99.2
14340	99.2
14341	99.2
14342	99.2
14343	99.2
14344	99.2
14345	99.2
14346	99.2
14347	99.2
14348	99.2
14349	99.2
14350	99.2
14351	99.2
14352	99.2
14353	99.2
14354	99.2
14355	99.2
14356	99.2
14357	99.2
14358	99.2
14359	99.2
14360	99.2
14361	99.2
14362	99.2
14363	99.2
14364	99.2
14365	99.2
14366	99.2
14367	99.2
14368	99.2
14369	99.2
14370	99.2
14371	99.2
14372	99.2
14373	99.2
14374	99.2
14375	99.2
14376	99.2
14377	99.3
14378	99.3
14379	99.3
14380	99.3
14381	99.3
14382	99.3
14383	99.3
14384	99.3
14385	99.3
14386	99.3
14387	99.3
14388	99.3
14389	99.3
14390	99.3
14391	99.3
14392	99.3
14393	99.3
14394	99.3
14395	99.3
14396	99.3
14397	99.3
14398	99.3
14399	99.3
14400	99.3
14401	99.3
14402	99.3
14403	99.3
14404	99.3
14405	99.3
14406	99.3
14407	99.3
14408	99.3
14409	99.3
14410	99.3
14411	99.3
14412	99.3
14413	99.3
14414	99.3
14415	99.3
14416	99.3
14417	99.3
14418	99.3
14419	99.3
14420	99.3
14421	99.3
14422	99.3
14423	99.3
14424	99.3
14425	99.3
14426	99.3
14427	99.3
14428	99.3
14429	99.3
14430	99.3
14431	99.3
14432	99.3
14433	99.3
14434	99.3
14435	99.3
14436	99.3
14437	99.3
14438	99.3
14439	99.3
14440	99.3
14441	99.3
14442	99.3
14443	99.3
14444	99.3
14445	99.3
14446	99.3
14447	99.3
14448	99.3
14449	99.3
14450	99.3
14451	99.3
14452	99.3
14453	99.3
14454	99.3
14455	99.3
14456	99.3
14457	99.3
14458	99.3
14459	99.3
14460	99.3
14461	99.3
14462	99.3
14463	99.3
14464	99.3
14465	99.3
14466	99.3
14467	99.3
14468	99.3
14469	99.3
14470	99.3
14471	99.3
14472	99.3
14473	99.3
14474	99.3
14475	99.3
14476	99.3
14477	99.3
14478	99.3
14479	99.3
14480	99.3
14481	99.3
14482	99.3
14483	99.3
14484	99.3
14485	99.3
14486	99.3
14487	99.3
14488	99.3
14489	99.3
14490	99.3
14491	99.3
14492	99.3
14493	99.3
14494	99.3
14495	99.3
14496	99.3
14497	99.3
14498	99.3
14499	99.3
14500	99.3
14501	99.3
14502	99.3
14503	99.3
14504	99.3
14505	99.3
14506	99.3
14507	99.3
14508	99.3
14509	99.3
14510	99.3
14511	99.3
14512	99.3
14513	99.3
14514	99.3
14515	99.3
14516	99.3
14517	99.3
14518	99.3
14519	99.3
14520	99.3
14521	99.3
14522	99.3
14523	99.3
14524	99.3
14525	99.3
14526	99.3
14527	99.3
14528	99.3
14529	99.3
14530	99.3
14531	99.3
14532	99.3
14533	99.3
14534	99.3
14535	99.3
14536	99.3
14537	99.3
14538	99.3
14539	99.3
14540	99.3
14541	99.3
14542	99.3
14543	99.3
14544	99.3
14545	99.3
14546	99.3
14547	99.3
14548	99.3
14549	99.3
14550	99.3
14551	99.3
14552	99.3
14553	99.3
14554	99.3
14555	99.3
14556	99.3
14557	99.3
14558	99.3
14559	99.3
14560	99.3
14561	99.3
14562	99.3
14563	99.3
14564	99.3
14565	99.3
14566	99.3
14567	99.3
14568	99.3
14569	99.3
14570	99.3
14571	99.3
14572	99.3
14573	99.3
14574	99.3
14575	99.3
14576	99.3
14577	99.3
14578	99.3
14579	99.3
14580	99.3
14581	99.3
14582	99.3
14583	99.3
14584	99.3
14585	99.3
14586	99.3
14587	99.3
14588	99.3
14589	99.3
14590	99.3
14591	99.3
14592	99.3
14593	99.3
14594	99.3
14595	99.3
14596	99.3
14597	99.3
14598	99.3
14599	99.3
14600	99.3
14601	99.3
14602	99.3
14603	99.3
14604	99.3
14605	99.3
14606	99.3
14607	99.3
14608	99.3
14609	99.3
14610	99.3
14611	99.3
14612	99.3
14613	99.3
14614	99.3
14615	99.3
14616	99.3
14617	99.3
14618	99.3
14619	99.3
14620	99.3
14621	99.3
14622	99.3
14623	99.3
14624	99.3
14625	99.3
14626	99.3
14627	99.3
14628	99.3
14629	99.3
14630	99.3
14631	99.3
14632	99.3
14633	99.3
14634	99.3
14635	99.3
14636	99.3
14637	99.3
14638	99.3
14639	99.3
14640	99.3
14641	99.3
14642	99.3
14643	99.3
14644	99.3
14645	99.3
14646	99.3
14647	99.3
14648	99.3
14649	99.3
14650	99.3
14651	99.3
14652	99.3
14653	99.3
14654	99.3
14655	99.3
14656	99.3
14657	99.3
14658	99.3
14659	99.3
14660	99.3
14661	99.3
14662	99.3
14663	99.3
14664	99.3
14665	99.3
14666	99.3
14667	99.3
14668	99.3
14669	99.3
14670	99.3
14671	99.3
14672	99.3
14673	99.3
14674	99.3
14675	99.3
14676	99.3
14677	99.3
14678	99.3
14679	99.3
14680	99.3
14681	99.3
14682	99.3
14683	99.3
14684	99.3
14685	99.3
14686	99.3
14687	99.3
14688	99.3
14689	99.3
14690	99.3
14691	99.3
14692	99.3
14693	99.3
14694	99.3
14695	99.3
14696	99.3
14697	99.3
14698	99.3
14699	99.3
14700	99.3
14701	99.3
14702	99.3
14703	99.3
14704	99.3
14705	99.3
14706	99.3
14707	99.3
14708	99.3
14709	99.3
14710	99.3
14711	99.3
14712	99.3
14713	99.3
14714	99.3
14715	99.3
14716	99.3
14717	99.3
