# BUSCO version is: 5.2.0 
# The lineage dataset is: diptera_odb10 (Creation date: 2020-08-05, number of genomes: 56, number of BUSCOs: 3285)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
34096at7147	Complete	NT_033778.4	13968408	13969835	+	687.6	358	https://www.orthodb.org/v10?query=34096at7147	Ferrodoxin-fold anticodon-binding domain
34129at7147	Complete	NT_033778.4	24568462	24571523	-	847.2	541	https://www.orthodb.org/v10?query=34129at7147	RNA polymerase II subunit A C-terminal domain phosphatase
34132at7147	Complete	NT_033778.4	5657213	5662553	-	835.8	581	https://www.orthodb.org/v10?query=34132at7147	CCR4-NOT complex subunit 2/3/5, N-terminal domain superfamily
34220at7147	Complete	NT_033777.3	27108999	27111709	-	753.9	408	https://www.orthodb.org/v10?query=34220at7147	Y+L amino acid transporter 2
34236at7147	Complete	NC_004354.4	5666405	5670142	+	663.5	605	https://www.orthodb.org/v10?query=34236at7147	PWI domain
34293at7147	Complete	NC_004354.4	11155136	11162781	+	630.6	377	https://www.orthodb.org/v10?query=34293at7147	cytoplasmic dynein 1 light intermediate chain 1
34323at7147	Complete	NC_004354.4	2604302	2606525	+	716.3	561	https://www.orthodb.org/v10?query=34323at7147	centromere/kinetochore protein zw10
34330at7147	Complete	NT_033777.3	10786768	10787706	-	436.8	257	https://www.orthodb.org/v10?query=34330at7147	Protein arginine N-methyltransferase
34342at7147	Complete	NT_037436.4	17359792	17360985	+	446.2	319	https://www.orthodb.org/v10?query=34342at7147	basic helix-loop-helix neural transcription factor TAP
34356at7147	Complete	NT_033779.5	7427200	7429868	+	581.6	324	https://www.orthodb.org/v10?query=34356at7147	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial
34388at7147	Complete	NT_033779.5	4945885	4947829	+	546.2	291	https://www.orthodb.org/v10?query=34388at7147	geranylgeranyl transferase type-1 subunit beta
34460at7147	Complete	NT_037436.4	12272460	12277173	-	504.7	283	https://www.orthodb.org/v10?query=34460at7147	Spermidine synthase, tetramerisation domain
34492at7147	Complete	NT_037436.4	21133373	21135876	-	797.0	501	https://www.orthodb.org/v10?query=34492at7147	dnaJ homolog subfamily C member 2
34516at7147	Complete	NT_033777.3	14509988	14511405	-	521.5	269	https://www.orthodb.org/v10?query=34516at7147	Serine protease HTRA2, mitochondrial
34551at7147	Fragmented	NT_033778.4	14363971	14365170	+	484.2	297	https://www.orthodb.org/v10?query=34551at7147	general transcription factor IIH subunit 1
34553at7147	Complete	NT_037436.4	12854048	12856471	+	831.6	489	https://www.orthodb.org/v10?query=34553at7147	equilibrative nucleoside transporter 4
34561at7147	Complete	NT_037436.4	19687727	19689654	+	573.8	305	https://www.orthodb.org/v10?query=34561at7147	WD40-repeat-containing domain
34577at7147	Complete	NT_037436.4	840060	841292	-	427.4	262	https://www.orthodb.org/v10?query=34577at7147	lysine-specific demethylase 8
34597at7147	Complete	NW_007931083.1	56944	85205	+	853.7	510	https://www.orthodb.org/v10?query=34597at7147	Ring canal kelch protein
34658at7147	Complete	NT_033777.3	6315886	6326793	+	402.0	282	https://www.orthodb.org/v10?query=34658at7147	Protein of unknown function DUF1676
34667at7147	Duplicated	NT_033779.5	19436298	19444457	-	530.3	265	https://www.orthodb.org/v10?query=34667at7147	heparin sulfate O-sulfotransferase
34667at7147	Duplicated	NT_033779.5	19443306	19444618	-	529.5	265	https://www.orthodb.org/v10?query=34667at7147	heparin sulfate O-sulfotransferase
34692at7147	Complete	NT_037436.4	8535005	8537016	+	816.6	432	https://www.orthodb.org/v10?query=34692at7147	protein ERGIC-53
34699at7147	Complete	NT_037436.4	11170302	11172055	+	727.3	438	https://www.orthodb.org/v10?query=34699at7147	AarF domain containing kinase 5
34725at7147	Complete	NT_033778.4	16197933	16199164	+	563.3	313	https://www.orthodb.org/v10?query=34725at7147	lipoyltransferase 1, mitochondrial
34732at7147	Complete	NC_004354.4	20254911	20257030	-	651.2	347	https://www.orthodb.org/v10?query=34732at7147	N-acetylglucosamine-6-phosphate deacetylase
34735at7147	Complete	NT_033777.3	12458501	12459887	-	470.9	326	https://www.orthodb.org/v10?query=34735at7147	F-box only protein 9
34761at7147	Complete	NC_004354.4	1867010	1868686	-	597.9	370	https://www.orthodb.org/v10?query=34761at7147	peroxisomal targeting signal 1 receptor
34780at7147	Complete	NT_033779.5	19063381	19064629	+	479.1	277	https://www.orthodb.org/v10?query=34780at7147	tRNA-dihydrouridine(20a/20b) synthase 
34800at7147	Complete	NT_037436.4	20839396	20841463	-	618.5	373	https://www.orthodb.org/v10?query=34800at7147	26S proteasome regulatory subunit S3
34806at7147	Complete	NT_037436.4	21626435	21628261	+	721.6	395	https://www.orthodb.org/v10?query=34806at7147	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase
34808at7147	Complete	NT_033779.5	423466	425287	+	567.2	391	https://www.orthodb.org/v10?query=34808at7147	Bardet-Biedl syndrome 8
34834at7147	Complete	NT_033778.4	11983431	11985271	-	677.2	314	https://www.orthodb.org/v10?query=34834at7147	ribonucleoside-diphosphate reductase subunit M2
34843at7147	Complete	NT_033778.4	8129542	8130609	-	313.1	227	https://www.orthodb.org/v10?query=34843at7147	snRNA-activating protein complex subunit 3
34864at7147	Complete	NT_033778.4	17737920	17739548	-	624.9	333	https://www.orthodb.org/v10?query=34864at7147	phosphatidylinositol N-acetylglucosaminyltransferase subunit A
34897at7147	Complete	NC_004354.4	15381346	15382679	-	456.9	248	https://www.orthodb.org/v10?query=34897at7147	WSCD family member CG9164
34919at7147	Complete	NT_033779.5	10312389	10314242	-	692.7	391	https://www.orthodb.org/v10?query=34919at7147	Ubiquitin carboxyl-terminal hydrolase 14
34940at7147	Complete	NT_033777.3	29930635	29933027	-	787.4	575	https://www.orthodb.org/v10?query=34940at7147	conserved oligomeric Golgi complex subunit 7
34952at7147	Complete	NT_033777.3	9680080	9681412	+	395.0	299	https://www.orthodb.org/v10?query=34952at7147	Nucleoside diphosphate kinase-like domain
34988at7147	Complete	NT_033779.5	9763628	9765193	+	824.0	376	https://www.orthodb.org/v10?query=34988at7147	Methionine aminopeptidase 2
34997at7147	Complete	NT_033779.5	9957588	9959716	+	774.4	422	https://www.orthodb.org/v10?query=34997at7147	TLDc domain
35021at7147	Complete	NT_033778.4	15368340	15371413	-	817.6	473	https://www.orthodb.org/v10?query=35021at7147	MutL, C-terminal, dimerisation
35031at7147	Complete	NT_033778.4	8161905	8163239	-	619.9	306	https://www.orthodb.org/v10?query=35031at7147	ras-related GTP-binding protein C
35043at7147	Complete	NT_033777.3	30196639	30198892	-	514.0	290	https://www.orthodb.org/v10?query=35043at7147	acyl-CoA desaturase
35051at7147	Complete	NT_033777.3	14621036	14623720	-	646.9	335	https://www.orthodb.org/v10?query=35051at7147	Serine/threonine-protein kinase receptor
35053at7147	Complete	NT_033777.3	8268003	8269841	-	800.2	489	https://www.orthodb.org/v10?query=35053at7147	RNA helicase
35099at7147	Complete	NT_037436.4	8602526	8603889	-	474.9	278	https://www.orthodb.org/v10?query=35099at7147	LETM1 domain-containing protein 1
35123at7147	Complete	NT_033777.3	19026204	19028667	-	722.8	385	https://www.orthodb.org/v10?query=35123at7147	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial
35147at7147	Complete	NT_033778.4	9289097	9291456	-	548.8	538	https://www.orthodb.org/v10?query=35147at7147	mitotic spindle assembly checkpoint protein MAD1
35162at7147	Complete	NT_033777.3	13958936	13960326	+	368.8	246	https://www.orthodb.org/v10?query=35162at7147	Inositol polyphosphate 1-phosphatase
35208at7147	Complete	NT_033777.3	29149942	29151688	-	586.3	407	https://www.orthodb.org/v10?query=35208at7147	eukaryotic translation initiation factor 2D
35217at7147	Complete	NT_033778.4	6017832	6020011	+	632.7	488	https://www.orthodb.org/v10?query=35217at7147	peptide-N(4)-(N-acetyl-beta- glucosaminyl)asparagine amidase
35225at7147	Complete	NT_033777.3	29200520	29201752	+	551.5	307	https://www.orthodb.org/v10?query=35225at7147	Phosphoserine aminotransferase
35253at7147	Complete	NT_033777.3	9756878	9759186	+	675.2	463	https://www.orthodb.org/v10?query=35253at7147	Mannosyltransferase
35260at7147	Complete	NT_033777.3	7190125	7198506	+	829.1	429	https://www.orthodb.org/v10?query=35260at7147	Phosphatidylinositol-binding clathrin assembly protein
35266at7147	Complete	NT_033779.5	11128993	11130170	-	584.0	299	https://www.orthodb.org/v10?query=35266at7147	Replication factor C subunit 3
35326at7147	Complete	NT_037436.4	4259542	4261468	+	574.0	359	https://www.orthodb.org/v10?query=35326at7147	Bat5 hla-b-associated transcript
35396at7147	Complete	NC_004354.4	5301500	5306190	+	580.3	290	https://www.orthodb.org/v10?query=35396at7147	uncharacterized protein LOC111597317
35419at7147	Complete	NT_033777.3	19877997	19879246	+	668.8	341	https://www.orthodb.org/v10?query=35419at7147	Acyl-CoA dehydrogenase/oxidase, N-terminal
35471at7147	Complete	NC_004354.4	7732046	7734131	-	613.6	362	https://www.orthodb.org/v10?query=35471at7147	pyruvate dehydrogenase 
35474at7147	Complete	NT_033778.4	9097313	9098449	-	587.2	284	https://www.orthodb.org/v10?query=35474at7147	Cytoplasmic tRNA 2-thiolation protein 1
35523at7147	Complete	NT_037436.4	11700699	11707410	-	603.2	317	https://www.orthodb.org/v10?query=35523at7147	F-box only protein 32
35569at7147	Complete	NT_037436.4	8176428	8177642	-	650.6	344	https://www.orthodb.org/v10?query=35569at7147	Glycylpeptide N-tetradecanoyltransferase
35580at7147	Complete	NT_037436.4	3806811	3808812	+	587.0	466	https://www.orthodb.org/v10?query=35580at7147	integrator complex subunit 10
35581at7147	Complete	NT_033777.3	6385147	6387308	+	564.1	390	https://www.orthodb.org/v10?query=35581at7147	Zinc finger, RING/FYVE/PHD-type
35619at7147	Complete	NT_033778.4	16864688	16867077	-	413.7	401	https://www.orthodb.org/v10?query=35619at7147	K Homology domain, type 1
35629at7147	Complete	NT_033778.4	13483789	13485268	-	691.4	381	https://www.orthodb.org/v10?query=35629at7147	Protein CLP1 homolog
35694at7147	Complete	NT_033779.5	829535	831919	+	686.3	327	https://www.orthodb.org/v10?query=35694at7147	SH2 domain
35696at7147	Complete	NT_033777.3	5468039	5469435	+	521.9	259	https://www.orthodb.org/v10?query=35696at7147	Hemimethylated DNA-binding domain
35734at7147	Complete	NT_033779.5	10977961	10981661	+	593.6	416	https://www.orthodb.org/v10?query=35734at7147	wiskott-Aldrich syndrome protein family member 3
35757at7147	Complete	NT_033779.5	9915620	9917117	+	625.2	345	https://www.orthodb.org/v10?query=35757at7147	Thiolase
35803at7147	Complete	NC_004354.4	15761428	15762591	+	453.2	260	https://www.orthodb.org/v10?query=35803at7147	Ribosomal protein L3
35807at7147	Complete	NC_004354.4	22444992	22446985	+	489.8	259	https://www.orthodb.org/v10?query=35807at7147	solute carrier family 35 member E1 homolog
35835at7147	Complete	NT_033777.3	15271045	15274515	-	643.3	664	https://www.orthodb.org/v10?query=35835at7147	centrosome-associated zinc finger protein CP190
35836at7147	Complete	NT_033778.4	7783354	7785028	-	595.8	329	https://www.orthodb.org/v10?query=35836at7147	Kynurenine 3-monooxygenase
35872at7147	Complete	NT_033778.4	8069898	8077825	+	483.6	690	https://www.orthodb.org/v10?query=35872at7147	protein lingerer isoform X1
35877at7147	Complete	NT_037436.4	8649546	8650459	+	287.8	215	https://www.orthodb.org/v10?query=35877at7147	Peroxisomal targeting signal 2 receptor
35903at7147	Complete	NT_033778.4	23880915	23882061	-	277.5	273	https://www.orthodb.org/v10?query=35903at7147	MRPS27/PTCD2
35908at7147	Complete	NT_037436.4	11518915	11520673	-	587.5	399	https://www.orthodb.org/v10?query=35908at7147	putative alpha-L-fucosidase
35954at7147	Complete	NT_033777.3	25885537	25887362	+	487.4	259	https://www.orthodb.org/v10?query=35954at7147	signal peptide peptidase-like 3
35978at7147	Complete	NT_033778.4	23705533	23709712	-	723.4	409	https://www.orthodb.org/v10?query=35978at7147	lethal(2)neighbour of tid protein 2
36084at7147	Complete	NC_004354.4	21389011	21390846	+	566.1	425	https://www.orthodb.org/v10?query=36084at7147	protein misato
36088at7147	Complete	NT_033779.5	14491245	14493157	+	645.7	430	https://www.orthodb.org/v10?query=36088at7147	zinc finger protein Noc
36112at7147	Complete	NT_033779.5	5094105	5095172	+	468.8	307	https://www.orthodb.org/v10?query=36112at7147	pantothenate kinase 4
36129at7147	Complete	NT_033777.3	5596861	5599352	-	693.9	366	https://www.orthodb.org/v10?query=36129at7147	protein krasavietz
36142at7147	Complete	NT_033777.3	10815522	10817105	+	621.2	404	https://www.orthodb.org/v10?query=36142at7147	Tubulin polyglutamylase TTLL6
36153at7147	Complete	NC_004354.4	11852859	11854657	-	393.9	404	https://www.orthodb.org/v10?query=36153at7147	nudC domain-containing protein 1
36171at7147	Complete	NT_037436.4	19816205	19817694	-	559.6	313	https://www.orthodb.org/v10?query=36171at7147	acidic fibroblast growth factor intracellular-binding protein
36194at7147	Complete	NT_033778.4	21507513	21516329	+	429.6	254	https://www.orthodb.org/v10?query=36194at7147	protein NDRG3 isoform X1
36257at7147	Complete	NT_037436.4	20523345	20524565	-	646.2	321	https://www.orthodb.org/v10?query=36257at7147	phosphatidylserine synthase 1
36309at7147	Complete	NT_033779.5	6487617	6488550	-	239.6	213	https://www.orthodb.org/v10?query=36309at7147	Kynurenine formamidase
36356at7147	Complete	NT_033778.4	9427249	9433257	+	654.6	338	https://www.orthodb.org/v10?query=36356at7147	No description available
36427at7147	Duplicated	NT_033779.5	22949295	22950475	-	357.1	187	https://www.orthodb.org/v10?query=36427at7147	guanine nucleotide-binding protein subunit alpha homolog
36427at7147	Duplicated	NT_033779.5	22982197	22991939	+	380.0	218	https://www.orthodb.org/v10?query=36427at7147	guanine nucleotide-binding protein subunit alpha homolog
36428at7147	Complete	NC_004354.4	5307764	5308893	-	588.3	296	https://www.orthodb.org/v10?query=36428at7147	cyclin-dependent kinase 7
36434at7147	Complete	NT_033779.5	1184165	1185423	+	663.5	346	https://www.orthodb.org/v10?query=36434at7147	Queuine tRNA-ribosyltransferase catalytic subunit 1
36447at7147	Complete	NT_033778.4	24588754	24596961	+	454.9	256	https://www.orthodb.org/v10?query=36447at7147	Uncharacterized protein, isoform A
36467at7147	Complete	NT_033777.3	10414247	10415983	-	751.1	416	https://www.orthodb.org/v10?query=36467at7147	Methylthiotransferase, N-terminal
36502at7147	Complete	NT_037436.4	5762413	5765427	-	619.1	328	https://www.orthodb.org/v10?query=36502at7147	Winged helix-like DNA-binding domain superfamily
36511at7147	Complete	NC_004354.4	19623209	19624627	+	451.3	289	https://www.orthodb.org/v10?query=36511at7147	Dual specificity phosphatase
36550at7147	Complete	NT_033779.5	13828218	13829417	-	581.0	303	https://www.orthodb.org/v10?query=36550at7147	Actin-related protein 2/3 complex subunit
36558at7147	Complete	NT_037436.4	14987951	14991212	+	777.3	412	https://www.orthodb.org/v10?query=36558at7147	Y+L amino acid transporter 2
36621at7147	Complete	NT_033779.5	18701635	18702912	-	284.4	247	https://www.orthodb.org/v10?query=36621at7147	PPM-type phosphatase domain
36630at7147	Complete	NT_037436.4	13538746	13664477	-	337.7	254	https://www.orthodb.org/v10?query=36630at7147	CUGBP Elav-like family member 4 isoform X1
36647at7147	Complete	NT_033778.4	12593999	12611085	+	511.6	350	https://www.orthodb.org/v10?query=36647at7147	Amphiphysin
36652at7147	Complete	NT_033777.3	15354272	15356729	-	662.8	392	https://www.orthodb.org/v10?query=36652at7147	Cysteine protease
36676at7147	Complete	NT_033779.5	8375570	8376688	-	500.5	292	https://www.orthodb.org/v10?query=36676at7147	GTP binding
36681at7147	Complete	NT_033778.4	9996493	10005369	-	428.2	249	https://www.orthodb.org/v10?query=36681at7147	Cyclic nucleotide-binding, conserved site
36702at7147	Complete	NT_033778.4	14158477	14159350	+	345.1	223	https://www.orthodb.org/v10?query=36702at7147	transmembrane protein 39A
36707at7147	Complete	NC_004354.4	7324588	7327559	+	445.3	327	https://www.orthodb.org/v10?query=36707at7147	Pleckstrin homology domain
36721at7147	Complete	NT_033777.3	15338631	15339887	-	514.4	302	https://www.orthodb.org/v10?query=36721at7147	N-acetyl-D-glucosamine kinase
36741at7147	Complete	NT_037436.4	13020292	13021558	-	470.3	285	https://www.orthodb.org/v10?query=36741at7147	Adenosine kinase
36745at7147	Complete	NT_033777.3	21116303	21117542	+	527.1	326	https://www.orthodb.org/v10?query=36745at7147	protein Peter pan
36765at7147	Complete	NT_037436.4	3811544	3813620	+	735.4	424	https://www.orthodb.org/v10?query=36765at7147	Mannosyltransferase
36767at7147	Complete	NT_033779.5	19758987	19760909	+	758.1	447	https://www.orthodb.org/v10?query=36767at7147	tRNA-dihydrouridine(47) synthase 
36810at7147	Complete	NC_004354.4	13398581	13400414	+	687.1	378	https://www.orthodb.org/v10?query=36810at7147	Branched-chain-amino-acid aminotransferase
36814at7147	Complete	NC_004354.4	18650829	18652962	-	447.1	281	https://www.orthodb.org/v10?query=36814at7147	Inhibitor of growth protein
36818at7147	Complete	NT_033779.5	9759726	9762137	+	202.8	388	https://www.orthodb.org/v10?query=36818at7147	Zinc finger C2H2 superfamily
36820at7147	Complete	NT_033777.3	5783216	5787116	+	669.6	382	https://www.orthodb.org/v10?query=36820at7147	Katanin p60 ATPase-containing subunit A1
36823at7147	Complete	NT_033778.4	20276148	20278821	-	971.3	617	https://www.orthodb.org/v10?query=36823at7147	ATP-dependent RNA helicase DDX24
36877at7147	Complete	NT_033778.4	13168840	13170477	+	654.4	391	https://www.orthodb.org/v10?query=36877at7147	Pyridoxal phosphate-dependent transferase
36896at7147	Complete	NT_033777.3	8307505	8308574	-	547.6	272	https://www.orthodb.org/v10?query=36896at7147	WD40-repeat-containing domain
36943at7147	Complete	NC_004354.4	1464509	1465987	-	468.2	314	https://www.orthodb.org/v10?query=36943at7147	GDP-fucose protein O-fucosyltransferase 2
36951at7147	Complete	NT_033778.4	21088685	21090925	-	520.2	484	https://www.orthodb.org/v10?query=36951at7147	Zinc finger, FYVE-related
36970at7147	Complete	NC_004354.4	13780179	13781928	-	494.8	268	https://www.orthodb.org/v10?query=36970at7147	Cysteine peptidase, cysteine active site
36989at7147	Complete	NT_033777.3	9004140	9005246	+	430.6	299	https://www.orthodb.org/v10?query=36989at7147	UPF0160 protein C27H6.8
37008at7147	Complete	NC_004354.4	16359339	16360874	+	405.9	325	https://www.orthodb.org/v10?query=37008at7147	Phosphatidyl inositol N-acetylglucosaminyl transferase subunit Q
37011at7147	Complete	NT_033778.4	16131528	16136954	+	670.8	395	https://www.orthodb.org/v10?query=37011at7147	Major facilitator superfamily
37021at7147	Complete	NT_037436.4	4023075	4025114	-	721.8	453	https://www.orthodb.org/v10?query=37021at7147	Carbohydrate kinase, FGGY
37033at7147	Complete	NT_033777.3	8993383	8994629	+	555.1	309	https://www.orthodb.org/v10?query=37033at7147	WD40/YVTN repeat-like-containing domain superfamily
37074at7147	Complete	NT_033777.3	8315355	8316389	-	489.7	238	https://www.orthodb.org/v10?query=37074at7147	4-hydroxybenzoate polyprenyltransferase, mitochondrial
37078at7147	Complete	NT_033777.3	19661591	19663316	+	804.2	378	https://www.orthodb.org/v10?query=37078at7147	Neurotransmitter-gated ion-channel
37090at7147	Complete	NT_033778.4	10026931	10028440	+	521.4	314	https://www.orthodb.org/v10?query=37090at7147	putative methyltransferase C9orf114
37092at7147	Complete	NT_033779.5	12038829	12040580	-	437.5	312	https://www.orthodb.org/v10?query=37092at7147	endoplasmic reticulum lectin 1
37097at7147	Complete	NC_004354.4	16280886	16285099	+	381.8	249	https://www.orthodb.org/v10?query=37097at7147	ethanolamine kinase
37112at7147	Complete	NT_037436.4	9387787	9398585	-	476.3	263	https://www.orthodb.org/v10?query=37112at7147	Zinc finger, RING-CH-type
37114at7147	Complete	NT_033778.4	13202858	13205207	-	707.3	540	https://www.orthodb.org/v10?query=37114at7147	origin recognition complex subunit 3
37118at7147	Complete	NC_004354.4	13664798	13667733	-	691.4	611	https://www.orthodb.org/v10?query=37118at7147	DNA ligase, ATP-dependent
37128at7147	Complete	NC_004354.4	19193945	19195447	+	546.4	318	https://www.orthodb.org/v10?query=37128at7147	transmembrane protein 185B
37195at7147	Missing
37197at7147	Complete	NT_033777.3	22774953	22776224	+	647.5	308	https://www.orthodb.org/v10?query=37197at7147	Ubiquitin carboxyl-terminal hydrolase 46
37209at7147	Complete	NT_037436.4	3143991	3145241	+	596.8	347	https://www.orthodb.org/v10?query=37209at7147	alpha-1,3/1,6-mannosyltransferase ALG2
37248at7147	Complete	NT_037436.4	5343998	5346095	-	726.6	485	https://www.orthodb.org/v10?query=37248at7147	Phospholipase B-like
37340at7147	Complete	NT_033777.3	9629063	9630764	-	588.1	319	https://www.orthodb.org/v10?query=37340at7147	Calreticulin
37352at7147	Duplicated	NT_033779.5	20448086	20449319	-	541.8	306	https://www.orthodb.org/v10?query=37352at7147	Phosphatidylcholine-sterol acyltransferase precursor
37352at7147	Duplicated	NT_033779.5	20457182	20458436	-	542.5	306	https://www.orthodb.org/v10?query=37352at7147	Phosphatidylcholine-sterol acyltransferase precursor
37414at7147	Complete	NT_037436.4	13484016	13485542	-	280.0	263	https://www.orthodb.org/v10?query=37414at7147	drebrin-like protein
37432at7147	Complete	NT_037436.4	14032227	14033992	+	569.3	384	https://www.orthodb.org/v10?query=37432at7147	ADP-dependent glucokinase
37488at7147	Complete	NC_004354.4	19684000	19686062	+	807.0	435	https://www.orthodb.org/v10?query=37488at7147	ubiquilin-1
37504at7147	Complete	NT_033777.3	19160235	19162237	-	425.0	333	https://www.orthodb.org/v10?query=37504at7147	probable 28S rRNA (cytosine-C(5))-methyltransferase
37523at7147	Complete	NT_033778.4	21658845	21659931	-	652.1	312	https://www.orthodb.org/v10?query=37523at7147	mRNA export factor
37548at7147	Complete	NC_004354.4	7901991	7903544	+	688.4	358	https://www.orthodb.org/v10?query=37548at7147	bystin
37557at7147	Complete	NT_033779.5	1145442	1147071	+	698.6	400	https://www.orthodb.org/v10?query=37557at7147	Major facilitator superfamily
37592at7147	Complete	NT_037436.4	20467711	20469446	+	410.5	227	https://www.orthodb.org/v10?query=37592at7147	L-threonine 3-dehydrogenase, mitochondrial
37626at7147	Complete	NT_037436.4	4057252	4058725	+	407.7	294	https://www.orthodb.org/v10?query=37626at7147	Insect cuticle protein
37646at7147	Complete	NT_033777.3	23989480	23992795	-	1002.5	545	https://www.orthodb.org/v10?query=37646at7147	Histidine phosphatase superfamily
37678at7147	Complete	NC_004354.4	2265874	2269098	-	559.0	306	https://www.orthodb.org/v10?query=37678at7147	ubiquitin-conjugating enzyme E2 Q2
37703at7147	Complete	NT_033779.5	12448661	12451923	+	798.9	548	https://www.orthodb.org/v10?query=37703at7147	Organic anion transporter
37754at7147	Complete	NT_037436.4	1196542	1198623	+	584.5	297	https://www.orthodb.org/v10?query=37754at7147	SH3 domain
37759at7147	Complete	NT_033779.5	4850750	4852451	+	642.1	361	https://www.orthodb.org/v10?query=37759at7147	vacuolar fusion protein MON1 homolog A
37798at7147	Complete	NT_033777.3	5471058	5472661	+	665.9	326	https://www.orthodb.org/v10?query=37798at7147	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily B member 1
37837at7147	Complete	NT_033779.5	4825597	4827568	+	518.4	272	https://www.orthodb.org/v10?query=37837at7147	Acyl-CoA N-acyltransferase
37841at7147	Complete	NC_004354.4	2008127	2009253	-	607.8	270	https://www.orthodb.org/v10?query=37841at7147	GPI-anchor transamidase
37851at7147	Complete	NT_033779.5	4461826	4462959	-	245.5	218	https://www.orthodb.org/v10?query=37851at7147	Armadillo-type fold
37894at7147	Complete	NT_033777.3	15936125	15959548	+	287.7	170	https://www.orthodb.org/v10?query=37894at7147	Synapse-associated protein
37960at7147	Complete	NT_033777.3	7887336	7889245	+	531.7	339	https://www.orthodb.org/v10?query=37960at7147	Aminoacyl-tRNA synthetase, class Ia, anticodon-binding
37963at7147	Complete	NT_033778.4	17764683	17766439	-	677.9	448	https://www.orthodb.org/v10?query=37963at7147	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2
38000at7147	Complete	NT_033778.4	20563487	20581623	-	440.3	261	https://www.orthodb.org/v10?query=38000at7147	Zona pellucida domain
38001at7147	Complete	NT_033777.3	8771282	8772453	-	412.2	262	https://www.orthodb.org/v10?query=38001at7147	chymotrypsinogen A
38004at7147	Complete	NT_033778.4	18451375	18452712	+	536.0	292	https://www.orthodb.org/v10?query=38004at7147	tRNA methyltransferase TRM10-type domain
38010at7147	Complete	NC_004354.4	11459908	11476070	+	369.8	249	https://www.orthodb.org/v10?query=38010at7147	Potassium channel domain
38024at7147	Complete	NT_033779.5	8160091	8161728	+	596.4	366	https://www.orthodb.org/v10?query=38024at7147	rabenosyn-5
38040at7147	Complete	NC_004354.4	2052652	2054941	+	548.9	306	https://www.orthodb.org/v10?query=38040at7147	G-protein coupled receptor moody
38112at7147	Complete	NT_037436.4	4910693	4918837	+	638.3	373	https://www.orthodb.org/v10?query=38112at7147	ammonium transporter Rh type B
38158at7147	Complete	NT_033779.5	5860182	5861606	-	548.9	354	https://www.orthodb.org/v10?query=38158at7147	Ras-associating (RA) domain
38188at7147	Complete	NT_037436.4	175195	176193	-	419.8	249	https://www.orthodb.org/v10?query=38188at7147	sulfatase-modifying factor 1
38191at7147	Complete	NT_033777.3	4816333	4817706	+	378.4	284	https://www.orthodb.org/v10?query=38191at7147	Bardet-Biedl syndrome 5 protein homolog
38196at7147	Complete	NC_004354.4	13091612	13093374	+	527.7	277	https://www.orthodb.org/v10?query=38196at7147	dual specificity mitogen-activated protein kinase kinase 6
38242at7147	Complete	NT_033778.4	8170304	8172340	+	855.9	543	https://www.orthodb.org/v10?query=38242at7147	DNA mismatch repair protein Mlh1
38256at7147	Complete	NT_033779.5	21758211	21760619	+	397.4	280	https://www.orthodb.org/v10?query=38256at7147	Activator of Hsp90 ATPase, Aha1
38276at7147	Complete	NT_037436.4	22879365	22880768	+	558.6	323	https://www.orthodb.org/v10?query=38276at7147	General transcription factor IIH subunit
38298at7147	Complete	NT_033779.5	11110844	11112774	-	536.9	441	https://www.orthodb.org/v10?query=38298at7147	alpha-L-iduronidase
38311at7147	Missing
38358at7147	Complete	NT_037436.4	11881383	11883542	+	649.2	461	https://www.orthodb.org/v10?query=38358at7147	myosin-9
38422at7147	Complete	NT_033778.4	12934754	12936321	-	421.9	268	https://www.orthodb.org/v10?query=38422at7147	Defective in cullin neddylation protein
38430at7147	Complete	NT_033777.3	14122919	14124183	+	485.2	266	https://www.orthodb.org/v10?query=38430at7147	twinfilin
38433at7147	Complete	NT_033778.4	5360590	5362737	-	552.9	330	https://www.orthodb.org/v10?query=38433at7147	PPM-type phosphatase domain
38466at7147	Complete	NT_033779.5	1147864	1149372	+	706.3	399	https://www.orthodb.org/v10?query=38466at7147	5-methylcytosine rRNA methyltransferase NSUN4
38480at7147	Complete	NT_033777.3	20612611	20616732	-	1211.5	902	https://www.orthodb.org/v10?query=38480at7147	meckelin
38488at7147	Complete	NT_033778.4	9188019	9191437	-	491.8	248	https://www.orthodb.org/v10?query=38488at7147	mitochondrial folate transporter/carrier
38522at7147	Complete	NT_033777.3	31772553	31774715	+	764.0	390	https://www.orthodb.org/v10?query=38522at7147	E3 ubiquitin-protein ligase HRD1
38548at7147	Complete	NT_033778.4	12037422	12038775	+	647.8	322	https://www.orthodb.org/v10?query=38548at7147	GTP binding domain
38580at7147	Complete	NC_004354.4	15086226	15088244	+	667.7	394	https://www.orthodb.org/v10?query=38580at7147	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex
